관서명,구분,명칭,시도,시군구,상세주소,주소
신지,파출소,신지파출소,전라남도,완도군,신지면 신지로 551,전라남도 완도군 신지면 신지로 551
노화,파출소,노화파출소,전라남도,완도군,노화읍 이목길 29-9,전라남도 완도군 노화읍 이목길 29-9
조도,파출소,조도파출소,전라남도,진도군,조도면 창리길 11,전라남도 진도군 조도면 창리길 11
의신,파출소,의신파출소,전라남도,진도군,의신면 돈지1길 29,전라남도 진도군 의신면 돈지1길 29
읍내,파출소,읍내파출소,전라남도,진도군,진도읍 남동3길 1,전라남도 진도군 진도읍 남동3길 1
고군,파출소,고군파출소,전라남도,진도군,고군면 진도대로 280,전라남도 진도군 고군면 진도대로 280
임회,파출소,임회파출소,전라남도,진도군,임회면 석교길 47-15,전라남도 진도군 임회면 석교길 47-15
군내,파출소,군내파출소,전라남도,진도군,군내면 진도대로 7957,전라남도 진도군 군내면 진도대로 7957
지산,파출소,지산파출소,전라남도,진도군,지산면 인지인천1길 26,전라남도 진도군 지산면 인지인천1길 26
읍내,파출소,읍내파출소,전라남도,구례군,구례읍 로터리길 7,전라남도 구례군 구례읍 로터리길 7
광의,파출소,광의파출소,전라남도,구례군,광의면 광의철쭉동산로 8,전라남도 구례군 광의면 광의철쭉동산로 8
간전,파출소,간전파출소,전라남도,구례군,간전면 간전중앙로 188,전라남도 구례군 간전면 간전중앙로 188
산동,파출소,산동파출소,전라남도,구례군,산동면 원촌길 94,전라남도 구례군 산동면 원촌길 94
토지,파출소,토지파출소,전라남도,구례군,토지면 섬진강대로 5058,전라남도 구례군 토지면 섬진강대로 5058
마산,파출소,마산파출소,전라남도,구례군,마산면 화엄사로 144,전라남도 구례군 마산면 화엄사로 144
흑산,파출소,흑산파출소,전라남도,신안군,흑산면 예리1길 80-4,전라남도 신안군 흑산면 예리1길 80-4
하의,파출소,하의파출소,전라남도,신안군,하의면 곰실길 19,전라남도 신안군 하의면 곰실길 19
안좌,파출소,안좌파출소,전라남도,신안군,안좌면 안좌동부길 832,전라남도 신안군 안좌면 안좌동부길 832
팔금,파출소,팔금파출소,전라남도,신안군,팔금면 탑목개길 149,전라남도 신안군 팔금면 탑목개길 149
지도,파출소,지도파출소,전라남도,신안군,지도읍 읍내길 79,전라남도 신안군 지도읍 읍내길 79
임자,파출소,임자파출소,전라남도,신안군,임자면 진리길 1,전라남도 신안군 임자면 진리길 1
자은,파출소,자은파출소,전라남도,신안군,자은면 구영2길 71,전라남도 신안군 자은면 구영2길 71
암태,파출소,암태파출소,전라남도,신안군,암태면 중부로 1827-2,전라남도 신안군 암태면 중부로 1827-2
비금,파출소,비금파출소,전라남도,신안군,비금면 읍동길 39,전라남도 신안군 비금면 읍동길 39
도초,파출소,도초파출소,전라남도,신안군,도초면 서남문로1523,전라남도 신안군 도초면 서남문로1523
장산,파출소,장산파출소,전라남도,신안군,장산면 장산로 365,전라남도 신안군 장산면 장산로 365
가거,파출소,가거파출소,전라남도,신안군,흑산면 가거도길 41-2,전라남도 신안군 흑산면 가거도길 41-2
압해,파출소,압해파출소,전라남도,신안군,압해읍 압해로 864,전라남도 신안군 압해읍 압해로 864
증도,파출소,증도파출소,전라남도,신안군,증도면 문준경길208,전라남도 신안군 증도면 문준경길208
신의,파출소,신의파출소,전라남도,신안군,신의면 상동길 31,전라남도 신안군 신의면 상동길 31
산내,파출소,산내파출소,경상북도,경주시,산내면 의곡중앙길 34 산내파출소,경상북도 경주시 산내면 의곡중앙길 34 산내파출소
양남,파출소,양남파출소,경상북도,경주시,양남면 하서중앙길 59,경상북도 경주시 양남면 하서중앙길 59
외동,파출소,외동파출소,경상북도,경주시,외동읍 입실로 81,경상북도 경주시 외동읍 입실로 81
불국,파출소,불국파출소,경상북도,경주시,산업로 2999,경상북도 경주시 산업로 2999
역전,파출소,역전파출소,경상북도,경주시,원화로 270 역전파출소,경상북도 경주시 원화로 270 역전파출소
보문,파출소,보문파출소,경상북도,경주시,경감로 589,경상북도 경주시 경감로 589
건천,파출소,건천파출소,경상북도,경주시,건천읍 내서로 1109,경상북도 경주시 건천읍 내서로 1109
서면,파출소,서면파출소,경상북도,경주시,건천읍 내서로 425,경상북도 경주시 건천읍 내서로 425
안강,파출소,안강파출소,경상북도,경주시,안강읍 안강중앙로 223 안강파출소,경상북도 경주시 안강읍 안강중앙로 223 안강파출소
강동,파출소,강동파출소,경상북도,경주시,강동면 인동새들길 10,경상북도 경주시 강동면 인동새들길 10
감포,파출소,감포파출소,경상북도,경주시,감포읍 감포로3길 40,경상북도 경주시 감포읍 감포로3길 40
문무대왕,파출소,문무대왕파출소,경상북도,경주시,양북면 어일1길 39(어일리 837-2),경상북도 경주시 양북면 어일1길 39(어일리 837-2)
중앙,파출소,중앙파출소,경상북도,경주시,금성로 296-1,경상북도 경주시 금성로 296-1
황남,파출소,황남파출소,경상북도,경주시,포석로 1052,경상북도 경주시 포석로 1052
충효,파출소,충효파출소,경상북도,경주시,충효중앙길 50-5,경상북도 경주시 충효중앙길 50-5
내남,파출소,내남파출소,경상북도,경주시,내남면 포석로 370,경상북도 경주시 내남면 포석로 370
황성,파출소,황성파출소,경상북도,경주시,용담로 11,경상북도 경주시 용담로 11
성건,파출소,성건파출소,경상북도,경주시,금성로 424 성건파출소,경상북도 경주시 금성로 424 성건파출소
현곡,파출소,현곡파출소,경상북도,경주시,현곡면 다경길 9-3,경상북도 경주시 현곡면 다경길 9-3
동천,파출소,동천파출소,경상북도,경주시,탈해로 65,경상북도 경주시 탈해로 65
용강,파출소,용강파출소,경상북도,경주시,산업로 4354,경상북도 경주시 산업로 4354
천북,파출소,천북파출소,경상북도,경주시,천북면 동산3길 9,경상북도 경주시 천북면 동산3길 9
환여,파출소,환여파출소,경상북도,포항시,북구 삼호로 370,경상북도 포항시 북구 삼호로 370
신광,파출소,신광파출소,경상북도,포항시,북구 신광면 토성길 15,경상북도 포항시 북구 신광면 토성길 15
송라,파출소,송라파출소,경상북도,포항시,북구 송라면 보경로 38,경상북도 포항시 북구 송라면 보경로 38
죽장,파출소,죽장파출소,경상북도,포항시,북구 새마을로 3606,경상북도 포항시 북구 새마을로 3606
기계,파출소,기계파출소,경상북도,포항시,북구 기계면 기계로 92-11,경상북도 포항시 북구 기계면 기계로 92-11
기북,파출소,기북파출소,경상북도,포항시,북구 기북면 기북로 433,경상북도 포항시 북구 기북면 기북로 433
흥해,파출소,흥해파출소,경상북도,포항시,북구 흥해읍 중성로 83,경상북도 포항시 북구 흥해읍 중성로 83
청하,파출소,청하파출소,경상북도,포항시,북구 청하면 청하로 178,경상북도 포항시 북구 청하면 청하로 178
양학,파출소,양학파출소,경상북도,포항시,북구 양학로7,경상북도 포항시 북구 양학로7
죽도,파출소,죽도파출소,경상북도,포항시,북구 중흥로 280,경상북도 포항시 북구 중흥로 280
덕산,파출소,덕산파출소,경상북도,포항시,북구 중앙로 352,경상북도 포항시 북구 중앙로 352
용당,파출소,용당파출소,경상북도,포항시,북구 용당로91번길 10,경상북도 포항시 북구 용당로91번길 10
장성,파출소,장성파출소,경상북도,포항시,북구 법원로39번길 36,경상북도 포항시 북구 법원로39번길 36
학산,파출소,학산파출소,경상북도,포항시,북구 삼호로 147,경상북도 포항시 북구 삼호로 147
양덕,파출소,양덕파출소,경상북도,포항시,북구 장량중앙로 65,경상북도 포항시 북구 장량중앙로 65
효곡대이,지구대,효곡대이지구대,경상북도,포항시,남구 대잠길 15,경상북도 포항시 남구 대잠길 15
상대,지구대,상대지구대,경상북도,포항시,남구 상공로 84,경상북도 포항시 남구 상공로 84
구룡포,파출소,구룡포파출소,경상북도,포항시,남구 호미로 182번길,경상북도 포항시 남구 호미로 182번길
장기,파출소,장기파출소,경상북도,포항시,남구 장기면 읍내길 94,경상북도 포항시 남구 장기면 읍내길 94
동해,파출소,동해파출소,경상북도,포항시,남구 동해면 일월로 52번길,경상북도 포항시 남구 동해면 일월로 52번길
제철,파출소,제철파출소,경상북도,포항시,남구 동해안로 6041,경상북도 포항시 남구 동해안로 6041
호미곶,파출소,호미곶파출소,경상북도,포항시,남구 호미곶면 해맞이로160,경상북도 포항시 남구 호미곶면 해맞이로160
송도,파출소,송도파출소,경상북도,포항시,남구 축항로 115,경상북도 포항시 남구 축항로 115
대송,파출소,대송파출소,경상북도,포항시,남구 대송면 제내길 13,경상북도 포항시 남구 대송면 제내길 13
연일,파출소,연일파출소,경상북도,포항시,남구 연일읍 철강로25번길 62,경상북도 포항시 남구 연일읍 철강로25번길 62
오천,파출소,오천파출소,경상북도,포항시,남구 오천읍 정몽주로 547,경상북도 포항시 남구 오천읍 정몽주로 547
문덕,파출소,문덕파출소,경상북도,포항시,남구 오천읍 냉천로 318,경상북도 포항시 남구 오천읍 냉천로 318
해도,파출소,해도파출소,경상북도,포항시,남구 상공로 228,경상북도 포항시 남구 상공로 228
상림,지구대,상림지구대,경상북도,구미시,금오대로 482,경상북도 구미시 금오대로 482
원평,지구대,원평지구대,경상북도,구미시,원남로2길 26,경상북도 구미시 원남로2길 26
형곡,지구대,형곡지구대,경상북도,구미시,경은로 56,경상북도 구미시 경은로 56
도량,지구대,도량지구대,경상북도,구미시,문장로 119,경상북도 구미시 문장로 119
봉곡,파출소,봉곡파출소,경상북도,구미시,봉곡남로 16,경상북도 구미시 봉곡남로 16
도개,파출소,도개파출소,경상북도,구미시,도개면 도안로 121,경상북도 구미시 도개면 도안로 121
장천,파출소,장천파출소,경상북도,구미시,장천면 강동로 170,경상북도 구미시 장천면 강동로 170
고아,파출소,고아파출소,경상북도,구미시,선산대로 974-6,경상북도 구미시 선산대로 974-6
산동,파출소,산동파출소,경상북도,구미시,산동면 강동로 1030,경상북도 구미시 산동면 강동로 1030
해평,파출소,해평파출소,경상북도,구미시,해평면 강동로 1661,경상북도 구미시 해평면 강동로 1661
선산,파출소,선산파출소,경상북도,구미시,선산읍 선산중앙로 79,경상북도 구미시 선산읍 선산중앙로 79
무을,파출소,무을파출소,경상북도,구미시,무을면 상무로 951,경상북도 구미시 무을면 상무로 951
옥성,파출소,옥성파출소,경상북도,구미시,선산읍 선상동로 841,경상북도 구미시 선산읍 선상동로 841
양포,파출소,양포파출소,경상북도,구미시,흥안로 6,경상북도 구미시 흥안로 6
신평,파출소,신평파출소,경상북도,구미시,칠성로2길 32,경상북도 구미시 칠성로2길 32
인동,파출소,인동파출소,경상북도,구미시,인동중앙로 28,경상북도 구미시 인동중앙로 28
진평,파출소,진평파출소,경상북도,구미시,인동22길 33,경상북도 구미시 인동22길 33
서부,지구대,서부지구대,경상북도,경산시,성암로 27,경상북도 경산시 성암로 27
중앙,파출소,중앙파출소,경상북도,경산시,대학로 207,경상북도 경산시 대학로 207
자인,파출소,자인파출소,경상북도,경산시,자인면 금학로 8,경상북도 경산시 자인면 금학로 8
동부,파출소,동부파출소,경상북도,경산시,계양로 44,경상북도 경산시 계양로 44
하양,파출소,하양파출소,경상북도,경산시,하양읍 금송로 179,경상북도 경산시 하양읍 금송로 179
압량,파출소,압량파출소,경상북도,경산시,압량면 부적길 50,경상북도 경산시 압량면 부적길 50
진량,파출소,진량파출소,경상북도,경산시,진량읍 낙산길 6,경상북도 경산시 진량읍 낙산길 6
와촌,파출소,와촌파출소,경상북도,경산시,와촌면 금송로 419,경상북도 경산시 와촌면 금송로 419
역전,지구대,역전지구대,경상북도,안동시,경동로 690,경상북도 안동시 경동로 690
송하,지구대,송하지구대,경상북도,안동시,경동로 278,경상북도 안동시 경동로 278
태화,지구대,태화지구대,경상북도,안동시,태화2길 7,경상북도 안동시 태화2길 7
길안,파출소,길안파출소,경상북도,안동시,길안면 천지길 41,경상북도 안동시 길안면 천지길 41
풍천,파출소,풍천파출소,경상북도,안동시,풍천면 지풍로 1479,경상북도 안동시 풍천면 지풍로 1479
예안,파출소,예안파출소,경상북도,안동시,예안면 임예로 1923,경상북도 안동시 예안면 임예로 1923
풍산,파출소,풍산파출소,경상북도,안동시,풍산읍 풍산중앙길 139,경상북도 안동시 풍산읍 풍산중앙길 139
임하,파출소,임하파출소,경상북도,안동시,임하면 충효로 3257,경상북도 안동시 임하면 충효로 3257
남선,파출소,남선파출소,경상북도,안동시,남선면 충효로 3854,경상북도 안동시 남선면 충효로 3854
강남,파출소,강남파출소,경상북도,안동시,강남로 169,경상북도 안동시 강남로 169
용상,파출소,용상파출소,경상북도,안동시,경동로 959,경상북도 안동시 경동로 959
임동,파출소,임동파출소,경상북도,안동시,임동면 챗거리길 25,경상북도 안동시 임동면 챗거리길 25
일직,파출소,일직파출소,경상북도,안동시,일직면 경북대로 7356,경상북도 안동시 일직면 경북대로 7356
도산,파출소,도산파출소,경상북도,안동시,도산면 퇴계로 2543,경상북도 안동시 도산면 퇴계로 2543
북후,파출소,북후파출소,경상북도,안동시,북후면 북평로 897,경상북도 안동시 북후면 북평로 897
와룡,파출소,와룡파출소,경상북도,안동시,와룡면 퇴계로 841,경상북도 안동시 와룡면 퇴계로 841
옥동,지구대,옥동지구대,경상북도,안동시,광명로 7,경상북도 안동시 광명로 7
아포,파출소,아포파출소,경상북도,김천시,아포읍 국사길 143,경상북도 김천시 아포읍 국사길 143
남부,파출소,남부파출소,경상북도,김천시,지례면 상부길 107,경상북도 김천시 지례면 상부길 107
대덕,파출소,대덕파출소,경상북도,김천시,대덕면 대덕로 761,경상북도 김천시 대덕면 대덕로 761
역전,파출소,역전파출소,경상북도,김천시,김천로 119,경상북도 김천시 김천로 119
구성,파출소,구성파출소,경상북도,김천시,구성면 남김천대로 2327-4,경상북도 김천시 구성면 남김천대로 2327-4
중앙,지구대,중앙지구대,경상북도,김천시,영남대로 2009,경상북도 김천시 영남대로 2009
자산,파출소,자산파출소,경상북도,김천시,자산로 41-2,경상북도 김천시 자산로 41-2
조마,파출소,조마파출소,경상북도,김천시,조마면 강곡1길 22,경상북도 김천시 조마면 강곡1길 22
서부,지구대,서부지구대,경상북도,김천시,송설로 106,경상북도 김천시 송설로 106
직지,파출소,직지파출소,경상북도,김천시,대항면 직지로 182,경상북도 김천시 대항면 직지로 182
북부,지구대,북부지구대,경상북도,김천시,대학로 129,경상북도 김천시 대학로 129
어모,파출소,어모파출소,경상북도,김천시,어모면 어모로 249,경상북도 김천시 어모면 어모로 249
감문,파출소,감문파출소,경상북도,김천시,감문로 985,경상북도 김천시 감문로 985
동부,지구대,동부지구대,경상북도,김천시,혁신6로 75,경상북도 김천시 혁신6로 75
신영주,지구대,신영주지구대,경상북도,영주시,선비로 66 신영주지구대,경상북도 영주시 선비로 66 신영주지구대
서부,지구대,서부지구대,경상북도,영주시,선비로 205 서부지구대,경상북도 영주시 선비로 205 서부지구대
동부,지구대,동부지구대,경상북도,영주시,원당로 228 동부지구대,경상북도 영주시 원당로 228 동부지구대
부석,파출소,부석파출소,경상북도,영주시,부석면 소천로 49 부석파출소,경상북도 영주시 부석면 소천로 49 부석파출소
장수,파출소,장수파출소,경상북도,영주시,장수면 장수로 5 장수파출소,경상북도 영주시 장수면 장수로 5 장수파출소
안정,파출소,안정파출소,경상북도,영주시,신재로 541 안정파출소,경상북도 영주시 신재로 541 안정파출소
순흥,파출소,순흥파출소,경상북도,영주시,순흥면 순흥로 63 순흥파출소,경상북도 영주시 순흥면 순흥로 63 순흥파출소
풍기,파출소,풍기파출소,경상북도,영주시,풍기읍 기주로 114 풍기파출소,경상북도 영주시 풍기읍 기주로 114 풍기파출소
금호,파출소,금호파출소,경상북도,영천시,금호읍 금호로 115,경상북도 영천시 금호읍 금호로 115
고경,파출소,고경파출소,경상북도,영천시,고경면 호국로 1079,경상북도 영천시 고경면 호국로 1079
임고,파출소,임고파출소,경상북도,영천시,임고면 포은로 439,경상북도 영천시 임고면 포은로 439
화산,파출소,화산파출소,경상북도,영천시,화산면 장수로 908,경상북도 영천시 화산면 장수로 908
신녕,파출소,신녕파출소,경상북도,영천시,신녕면 장수로 1691,경상북도 영천시 신녕면 장수로 1691
화남,파출소,화남파출소,경상북도,영천시,화남면 천문로 1599,경상북도 영천시 화남면 천문로 1599
북안,파출소,북안파출소,경상북도,영천시,북안면 운북로 2023,경상북도 영천시 북안면 운북로 2023
대창,파출소,대창파출소,경상북도,영천시,대창면 금창로 674,경상북도 영천시 대창면 금창로 674
동부,지구대,동부지구대,경상북도,영천시,창신2길13,경상북도 영천시 창신2길13
남부,지구대,남부지구대,경상북도,영천시,완산2길 43,경상북도 영천시 완산2길 43
중앙,파출소,중앙파출소,경상북도,영천시,최무선로 303,경상북도 영천시 최무선로 303
청통,파출소,청통파출소,경상북도,영천시,청통면 금송로 1025,경상북도 영천시 청통면 금송로 1025
중앙,지구대,중앙지구대,경상북도,상주시,상서문로 63,경상북도 상주시 상서문로 63
동문,지구대,동문지구대,경상북도,상주시,중앙로 371,경상북도 상주시 중앙로 371
모동,파출소,모동파출소,경상북도,상주시,모동면 용호1길 21,경상북도 상주시 모동면 용호1길 21
화북,파출소,화북파출소,경상북도,상주시,화북면 문장로 1718,경상북도 상주시 화북면 문장로 1718
은척,파출소,은척파출소,경상북도,상주시,은척면 봉중1길 6,경상북도 상주시 은척면 봉중1길 6
낙동,파출소,낙동파출소,경상북도,상주시,낙동면 영남제일로 105,경상북도 상주시 낙동면 영남제일로 105
화동,파출소,화동파출소,경상북도,상주시,화동면 이소1길 42,경상북도 상주시 화동면 이소1길 42
사벌국,파출소,사벌국파출소,경상북도,상주시,사벌면 덕담1길 59,경상북도 상주시 사벌면 덕담1길 59
청리,파출소,청리파출소,경상북도,상주시,청리면 청리중앙로 166-10,경상북도 상주시 청리면 청리중앙로 166-10
공성,파출소,공성파출소,경상북도,상주시,공성면 공성중앙로 99,경상북도 상주시 공성면 공성중앙로 99
공검,파출소,공검파출소,경상북도,상주시,공검면 비재로 1288,경상북도 상주시 공검면 비재로 1288
함창,파출소,함창파출소,경상북도,상주시,함창읍 함창중앙로 112,경상북도 상주시 함창읍 함창중앙로 112
화서,파출소,화서파출소,경상북도,상주시,화서면 화령로 21,경상북도 상주시 화서면 화령로 21
농암,파출소,농암파출소,경상북도,문경시,농암면 농암길 78,경상북도 문경시 농암면 농암길 78
가은,파출소,가은파출소,경상북도,문경시,가은읍 가은로 137,경상북도 문경시 가은읍 가은로 137
산북,파출소,산북파출소,경상북도,문경시,산북면 강동로 14,경상북도 문경시 산북면 강동로 14
산양,파출소,산양파출소,경상북도,문경시,산양면 산양로 107,경상북도 문경시 산양면 산양로 107
점촌,파출소,점촌파출소,경상북도,문경시,돈달로 142,경상북도 문경시 돈달로 142
남부,파출소,남부파출소,경상북도,문경시,모전로 144,경상북도 문경시 모전로 144
문경,파출소,문경파출소,경상북도,문경시,문경읍 문희로 61,경상북도 문경시 문경읍 문희로 61
마성,파출소,마성파출소,경상북도,문경시,호계면 문경대로 1768,경상북도 문경시 호계면 문경대로 1768
왜관,지구대,왜관지구대,경상북도,칠곡군,왜관읍 2번도로길 33,경상북도 칠곡군 왜관읍 2번도로길 33
석적,지구대,석적지구대,경상북도,칠곡군,석적읍 석적로 965,경상북도 칠곡군 석적읍 석적로 965
북삼,지구대,북삼지구대,경상북도,칠곡군,북삼읍 인평1길 2,경상북도 칠곡군 북삼읍 인평1길 2
동명,파출소,동명파출소,경상북도,칠곡군,동명면 금암중앙길 21,경상북도 칠곡군 동명면 금암중앙길 21
지천,파출소,지천파출소,경상북도,칠곡군,지천면 신동로 154,경상북도 칠곡군 지천면 신동로 154
가산,파출소,가산파출소,경상북도,칠곡군,동명면 경북대로 1576,경상북도 칠곡군 동명면 경북대로 1576
약목,파출소,약목파출소,경상북도,칠곡군,약목면 약목로3길 12,경상북도 칠곡군 약목면 약목로3길 12
의성,지구대,의성지구대,경상북도,의성군,의성읍 충효로 65,경상북도 의성군 의성읍 충효로 65
안평,파출소,안평파출소,경상북도,의성군,안평면 안평의성로 1,경상북도 의성군 안평면 안평의성로 1
단밀,파출소,단밀파출소,경상북도,의성군,단밀면 주속길 70,경상북도 의성군 단밀면 주속길 70
봉양,파출소,봉양파출소,경상북도,의성군,봉양면 도리원1길 53,경상북도 의성군 봉양면 도리원1길 53
안계,파출소,안계파출소,경상북도,의성군,안계면 안계길 143,경상북도 의성군 안계면 안계길 143
춘산,파출소,춘산파출소,경상북도,의성군,춘산면 금성현서로 1491,경상북도 의성군 춘산면 금성현서로 1491
금성,파출소,금성파출소,경상북도,의성군,금성면 탑리길 55,경상북도 의성군 금성면 탑리길 55
옥산,파출소,옥산파출소,경상북도,의성군,옥산면 신감옥산로 1228-3,경상북도 의성군 옥산면 신감옥산로 1228-3
다인,파출소,다인파출소,경상북도,의성군,다인면 서릉길 62,경상북도 의성군 다인면 서릉길 62
풍각,파출소,풍각파출소,경상북도,청도군,풍각면 헐티로 212,경상북도 청도군 풍각면 헐티로 212
이서,파출소,이서파출소,경상북도,청도군,이서면 학산1길 48,경상북도 청도군 이서면 학산1길 48
중앙,파출소,중앙파출소,경상북도,청도군,청도읍 청화로 194,경상북도 청도군 청도읍 청화로 194
화양,파출소,화양파출소,경상북도,청도군,화양읍 도주관로 142,경상북도 청도군 화양읍 도주관로 142
금천,파출소,금천파출소,경상북도,청도군,금천면 금천로 46,경상북도 청도군 금천면 금천로 46
매전,파출소,매전파출소,경상북도,청도군,매전면 청려로 3711,경상북도 청도군 매전면 청려로 3711
남정,파출소,남정파출소,경상북도,영덕군,남정면 진불길 29,경상북도 영덕군 남정면 진불길 29
영덕,파출소,영덕파출소,경상북도,영덕군,영덕읍 중앙길 89,경상북도 영덕군 영덕읍 중앙길 89
강구,파출소,강구파출소,경상북도,영덕군,강구면 동해대로 4482,경상북도 영덕군 강구면 동해대로 4482
영해,파출소,영해파출소,경상북도,영덕군,영해면 예주2길 9,경상북도 영덕군 영해면 예주2길 9
축산,파출소,축산파출소,경상북도,영덕군,축산면 영덕대게로 2049,경상북도 영덕군 축산면 영덕대게로 2049
병곡,파출소,병곡파출소,경상북도,영덕군,병곡면 병곡길 62,경상북도 영덕군 병곡면 병곡길 62
기성,파출소,기성파출소,경상북도,울진군,기성면 기성로 667,경상북도 울진군 기성면 기성로 667
북면,파출소,북면파출소,경상북도,울진군,북면 울진북로 2080 북면파출소,경상북도 울진군 북면 울진북로 2080 북면파출소
죽변,파출소,죽변파출소,경상북도,울진군,죽변면 죽변중앙로 159,경상북도 울진군 죽변면 죽변중앙로 159
울진,파출소,울진파출소,경상북도,울진군,울진읍 읍내10길 20,경상북도 울진군 울진읍 읍내10길 20
근남,파출소,근남파출소,경상북도,울진군,근남면 울진북로 147 근남파출소,경상북도 울진군 근남면 울진북로 147 근남파출소
후포,파출소,후포파출소,경상북도,울진군,후포면 울진대게로 34-8,경상북도 울진군 후포면 울진대게로 34-8
평해,파출소,평해파출소,경상북도,울진군,평해읍 평해로 61,경상북도 울진군 평해읍 평해로 61
금강송,파출소,금강송파출소,경상북도,울진군,금강송면 불영계곡로 1723,경상북도 울진군 금강송면 불영계곡로 1723
석포,파출소,석포파출소,경상북도,봉화군,석포면 석포로1길 6,경상북도 봉화군 석포면 석포로1길 6
춘양,파출소,춘양파출소,경상북도,봉화군,춘양면 의양로 54,경상북도 봉화군 춘양면 의양로 54
소천,파출소,소천파출소,경상북도,봉화군,소천면 소천로 1259,경상북도 봉화군 소천면 소천로 1259
명호,파출소,명호파출소,경상북도,봉화군,명호면 노루목재길 24,경상북도 봉화군 명호면 노루목재길 24
봉화,파출소,봉화파출소,경상북도,봉화군,봉화읍 봉화로 1077,경상북도 봉화군 봉화읍 봉화로 1077
물야,파출소,물야파출소,경상북도,봉화군,물야면 문수로 981,경상북도 봉화군 물야면 문수로 981
예천,지구대,예천지구대,경상북도,예천군,예천읍 충효로 198,경상북도 예천군 예천읍 충효로 198
용궁,파출소,용궁파출소,경상북도,예천군,용궁면 용궁로 92,경상북도 예천군 용궁면 용궁로 92
풍양,파출소,풍양파출소,경상북도,예천군,풍양면 낙상1길 60-3,경상북도 예천군 풍양면 낙상1길 60-3
용문,파출소,용문파출소,경상북도,예천군,용문면 용문경천로 1213,경상북도 예천군 용문면 용문경천로 1213
호명,지구대,호명지구대,경상북도,예천군,호명면 호명로 547번지,경상북도 예천군 호명면 호명로 547번지
지보,파출소,지보파출소,경상북도,예천군,지보면 지보로 151,경상북도 예천군 지보면 지보로 151
감천,파출소,감천파출소,경상북도,예천군,예천읍 충효로 1385,경상북도 예천군 예천읍 충효로 1385
은풍,파출소,은풍파출소,경상북도,예천군,은풍면 은풍로 85,경상북도 예천군 은풍면 은풍로 85
벽진,파출소,벽진파출소,경상북도,성주군,벽진면 벽봉로 17,경상북도 성주군 벽진면 벽봉로 17
수륜,파출소,수륜파출소,경상북도,성주군,수륜면 참별로 917,경상북도 성주군 수륜면 참별로 917
가천,파출소,가천파출소,경상북도,성주군,가천면 가천로 73,경상북도 성주군 가천면 가천로 73
초전,파출소,초전파출소,경상북도,성주군,초전면 대장길 111,경상북도 성주군 초전면 대장길 111
선남,파출소,선남파출소,경상북도,성주군,선남면 관화길 90,경상북도 성주군 선남면 관화길 90
용암,파출소,용암파출소,경상북도,성주군,용암면 운용로 1025,경상북도 성주군 용암면 운용로 1025
중부,지구대,중부지구대,경상북도,성주군,성주읍 성밖숲길 151,경상북도 성주군 성주읍 성밖숲길 151
진보,파출소,진보파출소,경상북도,청송군,진보면 진보로 129 진보파출소,경상북도 청송군 진보면 진보로 129 진보파출소
주왕산,파출소,주왕산파출소,경상북도,청송군,주왕산면 이전앞길 5,경상북도 청송군 주왕산면 이전앞길 5
현동,파출소,현동파출소,경상북도,청송군,현동면 청송로 2667,경상북도 청송군 현동면 청송로 2667
안덕,파출소,안덕파출소,경상북도,청송군,안덕면 안덕로 95,경상북도 청송군 안덕면 안덕로 95
현서,파출소,현서파출소,경상북도,청송군,현서면 구산동로 43,경상북도 청송군 현서면 구산동로 43
청송,파출소,청송파출소,경상북도,청송군,청송읍 금월로 273,경상북도 청송군 청송읍 금월로 273
부남,파출소,부남파출소,경상북도,청송군,부남면 대전로 127,경상북도 청송군 부남면 대전로 127
입암,파출소,입암파출소,경상북도,영양군,입암면 입암로 72,경상북도 영양군 입암면 입암로 72
석보,파출소,석보파출소,경상북도,영양군,석보면 원리길 15,경상북도 영양군 석보면 원리길 15
수비,파출소,수비파출소,경상북도,영양군,수비면 한티로 459,경상북도 영양군 수비면 한티로 459
청기,파출소,청기파출소,경상북도,영양군,청기면 청기1길 9-6,경상북도 영양군 청기면 청기1길 9-6
영양,파출소,영양파출소,경상북도,영양군,영양읍 동서대로 29,경상북도 영양군 영양읍 동서대로 29
부계,파출소,부계파출소,경상북도,군위군,부계면 창평길 29,경상북도 군위군 부계면 창평길 29
의흥,파출소,의흥파출소,경상북도,군위군,의흥면 읍내6길 7,경상북도 군위군 의흥면 읍내6길 7
중앙,파출소,중앙파출소,경상북도,군위군,군위읍 중앙길 73,경상북도 군위군 군위읍 중앙길 73
효령,파출소,효령파출소,경상북도,군위군,효령면 치산효령로 2383,경상북도 군위군 효령면 치산효령로 2383
성산,파출소,성산파출소,경상북도,고령군,성산면 성산로 954,경상북도 고령군 성산면 성산로 954
다산,파출소,다산파출소,경상북도,고령군,다산면 평리1길 15-1,경상북도 고령군 다산면 평리1길 15-1
대가야,지구대,대가야지구대,경상북도,고령군,대가야읍 시장길 1길 5,경상북도 고령군 대가야읍 시장길 1길 5
쌍림,파출소,쌍림파출소,경상북도,고령군,대가야읍 대가야로 610,경상북도 고령군 대가야읍 대가야로 610
도동,파출소,도동파출소,경상북도,울릉군,울릉읍 도동4길4,경상북도 울릉군 울릉읍 도동4길4
저동,파출소,저동파출소,경상북도,울릉군,울릉읍 봉래길30-2,경상북도 울릉군 울릉읍 봉래길30-2
서면,파출소,서면파출소,경상북도,울릉군,서면 남양4길37,경상북도 울릉군 서면 남양4길37
