County,City,Town,Village,Housing_Type,Official_Land_Value,Actual_Land_Value
강원특별자치도,횡성군,횡성읍,읍하리,연립/다세대,419100.0,8921.0
강원특별자치도,횡성군,횡성읍,입석리,아파트,184600.0,5555.0
강원특별자치도,횡성군,횡성읍,입석리,연립/다세대,138500.0,6496.0
경기도,가평군,가평읍,달전리,아파트,325800.0,9974.0
경기도,가평군,가평읍,달전리,연립/다세대,371729.0,5636.0
경기도,가평군,가평읍,대곡리,아파트,470850.0,21768.0
경기도,가평군,가평읍,대곡리,연립/다세대,338700.0,10152.0
경기도,가평군,가평읍,승안리,연립/다세대,174200.0,19425.0
경기도,가평군,가평읍,읍내리,아파트,434229.0,15288.0
경기도,가평군,가평읍,읍내리,연립/다세대,359769.0,7960.0
경기도,가평군,북면,목동리,연립/다세대,216100.0,10450.0
경기도,가평군,상면,덕현리,아파트,159200.0,23000.0
경기도,가평군,상면,상동리,연립/다세대,139600.0,3500.0
경기도,가평군,상면,행현리,연립/다세대,60200.0,3150.0
경기도,가평군,설악면,미사리,연립/다세대,112300.0,8000.0
경기도,가평군,설악면,선촌리,아파트,254200.0,24965.0
경기도,가평군,설악면,선촌리,연립/다세대,228500.0,21100.0
경기도,가평군,설악면,신천리,아파트,375300.0,26000.0
경기도,가평군,설악면,신천리,연립/다세대,459289.0,13861.0
경기도,가평군,설악면,회곡리,연립/다세대,553500.0,28500.0
경기도,가평군,조종면,신상리,연립/다세대,84200.0,18000.0
경기도,가평군,조종면,현리,아파트,226850.0,12325.0
경기도,가평군,조종면,현리,연립/다세대,233923.0,11863.0
경기도,가평군,청평면,대성리,연립/다세대,457729.0,12993.0
경기도,가평군,청평면,상천리,연립/다세대,149450.0,10500.0
경기도,가평군,청평면,청평리,아파트,560933.0,18339.0
경기도,가평군,청평면,청평리,연립/다세대,610796.0,8222.0
경기도,고양시,덕양구,고양동,아파트,1482800.0,28911.0
경기도,고양시,덕양구,고양동,연립/다세대,1029687.0,8646.0
경기도,고양시,덕양구,관산동,아파트,1526944.0,23099.0
경기도,고양시,덕양구,관산동,연립/다세대,888550.0,10338.0
경기도,고양시,덕양구,내곡동,연립/다세대,1309000.0,24500.0
경기도,고양시,덕양구,내유동,연립/다세대,715655.0,13194.0
경기도,고양시,덕양구,대자동,연립/다세대,759038.0,18013.0
경기도,고양시,덕양구,대장동,연립/다세대,1386727.0,28395.0
경기도,고양시,덕양구,덕은동,아파트,1556857.0,119475.0
경기도,고양시,덕양구,덕은동,연립/다세대,1891000.0,20750.0
경기도,고양시,덕양구,도내동,아파트,2420833.0,67396.0
경기도,고양시,덕양구,동산동,아파트,3120000.0,71645.0
경기도,고양시,덕양구,동산동,연립/다세대,1783300.0,35983.0
경기도,고양시,덕양구,벽제동,연립/다세대,797131.0,10288.0
경기도,고양시,덕양구,삼송동,아파트,3310250.0,73267.0
경기도,고양시,덕양구,삼송동,연립/다세대,2105750.0,27348.0
경기도,고양시,덕양구,성사동,아파트,2364667.0,32220.0
경기도,고양시,덕양구,성사동,연립/다세대,1884208.0,17692.0
경기도,고양시,덕양구,신원동,아파트,2599714.0,62638.0
경기도,고양시,덕양구,신원동,연립/다세대,1080000.0,26000.0
경기도,고양시,덕양구,오금동,연립/다세대,1504308.0,76507.0
경기도,고양시,덕양구,용두동,연립/다세대,1689667.0,26900.0
경기도,고양시,덕양구,원흥동,아파트,4093500.0,74495.0
경기도,고양시,덕양구,원흥동,연립/다세대,1253000.0,38300.0
경기도,고양시,덕양구,주교동,아파트,2453111.0,26137.0
경기도,고양시,덕양구,주교동,연립/다세대,1795726.0,16175.0
경기도,고양시,덕양구,지축동,아파트,2743750.0,84654.0
경기도,고양시,덕양구,지축동,연립/다세대,1731875.0,36517.0
경기도,고양시,덕양구,토당동,아파트,2212100.0,44642.0
경기도,고양시,덕양구,토당동,연립/다세대,2019936.0,26476.0
경기도,고양시,덕양구,행신동,아파트,2205067.0,45399.0
경기도,고양시,덕양구,행신동,연립/다세대,2073729.0,22861.0
경기도,고양시,덕양구,행주내동,연립/다세대,1201833.0,22218.0
경기도,고양시,덕양구,행주외동,연립/다세대,1405000.0,25175.0
경기도,고양시,덕양구,향동동,아파트,2015667.0,72197.0
경기도,고양시,덕양구,현천동,연립/다세대,1223500.0,19312.0
경기도,고양시,덕양구,화전동,연립/다세대,1357333.0,26094.0
경기도,고양시,덕양구,화정동,아파트,3357174.0,45911.0
경기도,고양시,덕양구,효자동,연립/다세대,1630000.0,14000.0
경기도,고양시,일산동구,마두동,아파트,2413615.0,62991.0
경기도,고양시,일산동구,마두동,연립/다세대,1883200.0,61637.0
경기도,고양시,일산동구,문봉동,연립/다세대,512111.0,13789.0
경기도,고양시,일산동구,백석동,아파트,2513769.0,43506.0
경기도,고양시,일산동구,백석동,연립/다세대,2242000.0,44792.0
경기도,고양시,일산동구,사리현동,아파트,824850.0,22183.0
경기도,고양시,일산동구,사리현동,연립/다세대,500513.0,15468.0
경기도,고양시,일산동구,설문동,연립/다세대,456820.0,15830.0
경기도,고양시,일산동구,성석동,아파트,927500.0,21094.0
경기도,고양시,일산동구,성석동,연립/다세대,577870.0,16889.0
경기도,고양시,일산동구,식사동,아파트,2592222.0,62897.0
경기도,고양시,일산동구,식사동,연립/다세대,1004345.0,26088.0
경기도,고양시,일산동구,장항동,아파트,2632667.0,85431.0
경기도,고양시,일산동구,정발산동,연립/다세대,1717000.0,52988.0
경기도,고양시,일산동구,중산동,아파트,1840882.0,38184.0
경기도,고양시,일산동구,중산동,연립/다세대,1145211.0,19768.0
경기도,고양시,일산동구,풍동,아파트,1765267.0,42003.0
경기도,고양시,일산동구,풍동,연립/다세대,1126003.0,29578.0
경기도,고양시,일산서구,가좌동,아파트,1643500.0,36053.0
경기도,고양시,일산서구,가좌동,연립/다세대,1062200.0,15845.0
경기도,고양시,일산서구,대화동,아파트,2269353.0,51825.0
경기도,고양시,일산서구,대화동,연립/다세대,1803304.0,29325.0
경기도,고양시,일산서구,덕이동,아파트,1524889.0,36197.0
경기도,고양시,일산서구,덕이동,연립/다세대,840996.0,18605.0
경기도,고양시,일산서구,일산동,아파트,2294828.0,37387.0
경기도,고양시,일산서구,일산동,연립/다세대,1553400.0,13922.0
경기도,고양시,일산서구,주엽동,아파트,2566378.0,50015.0
경기도,고양시,일산서구,탄현동,아파트,2155273.0,32591.0
경기도,고양시,일산서구,탄현동,연립/다세대,742700.0,18300.0
경기도,과천시,갈현동,,아파트,6354000.0,156417.0
경기도,과천시,갈현동,,연립/다세대,3994000.0,85007.0
경기도,과천시,과천동,,연립/다세대,3447300.0,69175.0
경기도,과천시,문원동,,연립/다세대,3640621.0,58878.0
경기도,과천시,별양동,,아파트,6970200.0,165313.0
경기도,과천시,별양동,,연립/다세대,4495333.0,66761.0
경기도,과천시,부림동,,아파트,6983000.0,164114.0
경기도,과천시,부림동,,연립/다세대,4524294.0,63870.0
경기도,과천시,원문동,,아파트,7026000.0,157940.0
경기도,과천시,주암동,,연립/다세대,4179600.0,108117.0
경기도,과천시,중앙동,,아파트,6538333.0,202101.0
경기도,과천시,중앙동,,연립/다세대,5243444.0,88075.0
경기도,광명시,광명동,,아파트,3352481.0,50174.0
경기도,광명시,광명동,,연립/다세대,2913043.0,33511.0
경기도,광명시,소하동,,아파트,3590782.0,56403.0
경기도,광명시,소하동,,연립/다세대,2480396.0,22603.0
경기도,광명시,일직동,,아파트,5862400.0,108140.0
경기도,광명시,철산동,,아파트,4234882.0,74335.0
경기도,광명시,철산동,,연립/다세대,2972000.0,51017.0
경기도,광명시,하안동,,아파트,4313500.0,53246.0
경기도,광주시,경안동,,아파트,2301750.0,34733.0
경기도,광주시,경안동,,연립/다세대,1212476.0,14454.0
경기도,광주시,고산동,,아파트,2027400.0,47061.0
경기도,광주시,고산동,,연립/다세대,507783.0,20989.0
경기도,광주시,곤지암읍,곤지암리,아파트,1328250.0,26273.0
경기도,광주시,곤지암읍,곤지암리,연립/다세대,659169.0,14881.0
경기도,광주시,곤지암읍,만선리,연립/다세대,331200.0,15500.0
경기도,광주시,곤지암읍,삼리,아파트,1575500.0,24137.0
경기도,광주시,곤지암읍,삼리,연립/다세대,674033.0,20733.0
경기도,광주시,곤지암읍,수양리,연립/다세대,405800.0,9700.0
경기도,광주시,곤지암읍,열미리,연립/다세대,468767.0,10400.0
경기도,광주시,곤지암읍,오향리,연립/다세대,347700.0,18600.0
경기도,광주시,남종면,분원리,연립/다세대,650200.0,20500.0
경기도,광주시,남한산성면,불당리,연립/다세대,691300.0,15000.0
경기도,광주시,능평동,,아파트,1672000.0,47000.0
경기도,광주시,능평동,,연립/다세대,710966.0,21031.0
경기도,광주시,도척면,궁평리,연립/다세대,327133.0,18558.0
경기도,광주시,도척면,노곡리,연립/다세대,394550.0,9475.0
경기도,광주시,도척면,도웅리,연립/다세대,407000.0,12500.0
경기도,광주시,도척면,상림리,연립/다세대,304900.0,13340.0
경기도,광주시,도척면,유정리,연립/다세대,245200.0,8500.0
경기도,광주시,도척면,진우리,아파트,1197000.0,19421.0
경기도,광주시,도척면,진우리,연립/다세대,328850.0,11080.0
경기도,광주시,매산동,,아파트,1330000.0,24508.0
경기도,광주시,매산동,,연립/다세대,530869.0,15074.0
경기도,광주시,목동,,연립/다세대,555990.0,10240.0
경기도,광주시,목현동,,아파트,1612000.0,29900.0
경기도,광주시,목현동,,연립/다세대,590520.0,20504.0
경기도,광주시,문형동,,아파트,1701333.0,26812.0
경기도,광주시,문형동,,연립/다세대,598328.0,17895.0
경기도,광주시,삼동,,아파트,2430000.0,47094.0
경기도,광주시,삼동,,연립/다세대,607926.0,19943.0
경기도,광주시,송정동,,아파트,1890905.0,40118.0
경기도,광주시,송정동,,연립/다세대,854738.0,16619.0
경기도,광주시,신현동,,아파트,2538167.0,55580.0
경기도,광주시,신현동,,연립/다세대,785822.0,24038.0
경기도,광주시,쌍령동,,아파트,1677143.0,33945.0
경기도,광주시,쌍령동,,연립/다세대,706567.0,18069.0
경기도,광주시,양벌동,,아파트,1372917.0,32763.0
경기도,광주시,양벌동,,연립/다세대,677472.0,18773.0
경기도,광주시,역동,,아파트,2221714.0,63940.0
경기도,광주시,역동,,연립/다세대,1416288.0,27684.0
경기도,광주시,장지동,,아파트,1836667.0,37445.0
경기도,광주시,장지동,,연립/다세대,741309.0,16925.0
경기도,광주시,중대동,,연립/다세대,738569.0,17868.0
경기도,광주시,직동,,연립/다세대,518500.0,12000.0
경기도,광주시,초월읍,대쌍령리,아파트,1376000.0,32081.0
경기도,광주시,초월읍,대쌍령리,연립/다세대,529773.0,18881.0
경기도,광주시,초월읍,도평리,아파트,1309000.0,26553.0
경기도,광주시,초월읍,도평리,연립/다세대,488600.0,20689.0
경기도,광주시,초월읍,산이리,아파트,1400333.0,31186.0
경기도,광주시,초월읍,산이리,연립/다세대,630881.0,22499.0
경기도,광주시,초월읍,신월리,연립/다세대,424200.0,9450.0
경기도,광주시,초월읍,쌍동리,아파트,1541143.0,42536.0
경기도,광주시,초월읍,쌍동리,연립/다세대,713148.0,19626.0
경기도,광주시,초월읍,용수리,아파트,1333000.0,22988.0
경기도,광주시,초월읍,용수리,연립/다세대,463800.0,11623.0
경기도,광주시,초월읍,지월리,아파트,1267000.0,24015.0
경기도,광주시,초월읍,지월리,연립/다세대,443951.0,18627.0
경기도,광주시,초월읍,학동리,연립/다세대,379500.0,12000.0
경기도,광주시,추자동,,아파트,1838000.0,34140.0
경기도,광주시,추자동,,연립/다세대,648239.0,15031.0
경기도,광주시,탄벌동,,아파트,1828425.0,39705.0
경기도,광주시,탄벌동,,연립/다세대,856802.0,21065.0
경기도,광주시,태전동,,아파트,2092692.0,45237.0
경기도,광주시,태전동,,연립/다세대,658671.0,18196.0
경기도,광주시,퇴촌면,관음리,연립/다세대,367508.0,16932.0
경기도,광주시,퇴촌면,광동리,연립/다세대,461798.0,15128.0
경기도,광주시,퇴촌면,도수리,연립/다세대,410305.0,17202.0
경기도,광주시,퇴촌면,우산리,연립/다세대,352000.0,8000.0
경기도,광주시,퇴촌면,원당리,연립/다세대,407900.0,12450.0
경기도,광주시,회덕동,,아파트,1984000.0,27296.0
경기도,광주시,회덕동,,연립/다세대,621113.0,18062.0
경기도,구리시,갈매동,,아파트,2968556.0,59817.0
경기도,구리시,교문동,,아파트,2762733.0,71124.0
경기도,구리시,교문동,,연립/다세대,1940579.0,35582.0
경기도,구리시,수택동,,아파트,2787979.0,44664.0
경기도,구리시,수택동,,연립/다세대,2326596.0,32875.0
경기도,구리시,아천동,,연립/다세대,1953875.0,69138.0
경기도,구리시,인창동,,아파트,2396359.0,54380.0
경기도,구리시,인창동,,연립/다세대,2010828.0,25596.0
경기도,구리시,토평동,,아파트,2743125.0,73052.0
경기도,구리시,토평동,,연립/다세대,2513000.0,26000.0
경기도,군포시,금정동,,아파트,2796879.0,38000.0
경기도,군포시,금정동,,연립/다세대,2417000.0,22447.0
경기도,군포시,당동,,아파트,2756170.0,34418.0
경기도,군포시,당동,,연립/다세대,2372375.0,22057.0
경기도,군포시,당정동,,아파트,2280310.0,43517.0
경기도,군포시,당정동,,연립/다세대,2266786.0,23924.0
경기도,군포시,대야미동,,아파트,2455750.0,39746.0
