School_Name,School_Type,County,City,Town,Address,Latitude,Longitude
대전대성여자고등학교,고등학교,대전광역시,동구,가양동,309-3,36.337725,127.440528
상지미래경영고등학교,고등학교,경상북도,상주시,함창읍,오동리 635,36.5693225,128.1851504
서현고등학교,고등학교,경기도,성남시,분당구,서현동 91-1,37.38222205,127.1240596
전남공업고등학교,고등학교,광주광역시,광산구,신창동,999,35.193573,126.8431138
강동고등학교,고등학교,대구광역시,동구,신서동,560,35.865983,128.7296127
괴산고등학교,고등학교,충청북도,괴산군,괴산읍,대사리 201,36.79657848,127.7796338
보정고등학교,고등학교,경기도,용인시,기흥구,보정동 1281,37.31390108,127.1096482
인천고등학교,고등학교,인천광역시,미추홀구,주안동,1555,37.45295893,126.6913054
인천마전고등학교,고등학교,인천광역시,서구,마전동,199-1,37.610719,126.6644578
단국대학교부속소프트웨어고등학교,고등학교,서울특별시,강남구,대치동,1013-3,37.495625,127.0577682
성일여자고등학교,고등학교,부산광역시,사하구,신평동,60-1,35.08949951,128.9800626
대영고등학교,고등학교,서울특별시,영등포구,신길동,336-2,37.50366109,126.9058657
한국과학영재학교,고등학교,부산광역시,부산진구,당감동,899,35.16520011,129.0257844
대구남산고등학교,고등학교,대구광역시,수성구,수성동1가,96-16,35.85731247,128.6091788
진해여자고등학교,고등학교,경상남도,창원시,진해구,여좌동 534,35.1563023,128.657573
경명여자고등학교,고등학교,대구광역시,북구,칠성동2가,411,35.88072706,128.5984327
세명고등학교,고등학교,경상북도,포항시,남구,대잠동 913,36.01659564,129.3495112
경북공업고등학교,고등학교,대구광역시,중구,남산동,2380-5,35.85851368,128.5835008
능인고등학교,고등학교,대구광역시,수성구,지산동,800,35.83210847,128.632558
순천효천고등학교,고등학교,전라남도,순천시,대룡동,1011,34.90505459,127.4844121
운호고등학교,고등학교,충청북도,청주시,서원구,모충동 132-43,36.62505317,127.4851868
인천국제고등학교,고등학교,인천광역시,중구,운서동,3077-4,37.48971398,126.5094118
울산강남고등학교,고등학교,울산광역시,남구,신정동,341,35.54699809,129.3187347
우신고등학교,고등학교,울산광역시,남구,무거동,962-2,35.53825621,129.2499623
성광고등학교,고등학교,대구광역시,북구,검단동,986-1,35.9075717,128.6242288
대영고등학교,고등학교,경상북도,영주시,휴천동,1770,36.808976,128.632218
근화여자고등학교,고등학교,경상북도,경주시,용강동,870,35.87058466,129.2273172
한국전통문화고등학교,고등학교,전북특별자치도,전주시,완산구,중인동 676-1,35.77240766,127.0978656
용인바이오고등학교,고등학교,경기도,용인시,처인구,이동읍 송전리 692,37.140441,127.2007625
백석고등학교,고등학교,인천광역시,서구,백석동,67,37.58060358,126.6742921
검단고등학교,고등학교,인천광역시,서구,마전동,249-16,37.60386225,126.6647414
포항예술고등학교,고등학교,경상북도,포항시,북구,흥해읍 대련리 614-1,36.05181115,129.3148061
창의경영고등학교,고등학교,경기도,광명시,소하동,883-13,37.4383574,126.8821568
구일고등학교,고등학교,서울특별시,구로구,구로동,685-194,37.49350529,126.8746185
남성여자고등학교,고등학교,부산광역시,중구,대청동1가,10,35.10573605,129.0345523
서서울생활과학고등학교,고등학교,서울특별시,구로구,궁동,35,37.50382919,126.828201
대중금속공업고등학교,고등학교,대구광역시,북구,읍내동,361-4,35.955632,128.5529842
청담고등학교,고등학교,경기도,평택시,팽성읍,송화리 821,36.96221527,127.0624303
덕원고등학교,고등학교,대구광역시,수성구,욱수동,81,35.82572222,128.705953
상현고등학교,고등학교,경기도,용인시,수지구,상현동 1129-3,37.29911295,127.074376
세종국제고등학교,고등학교,세종특별자치시,아름동,810,,36.52175116,127.2468867
부산기계공업고등학교,고등학교,부산광역시,해운대구,우동,471,35.16184146,129.1528983
태안고등학교,고등학교,충청남도,태안군,태안읍,평천리 710,36.75429893,126.3178128
정발고등학교,고등학교,경기도,고양시,일산동구,마두동 894,37.66365025,126.7861372
고양국제고등학교,고등학교,경기도,고양시,일산동구,식사동 716-20,37.68458737,126.8086453
세종과학예술영재학교,고등학교,세종특별자치시,아름동,807,,36.52289844,127.2491308
달천고등학교,고등학교,울산광역시,북구,달천동,1-17,35.63192969,129.3288462
광주공업고등학교,고등학교,광주광역시,북구,매곡동,10,35.189132,126.8951358
영동고등학교,고등학교,서울특별시,강남구,청담동,23-4,37.52138901,127.0437393
수도전기공업고등학교,고등학교,서울특별시,강남구,개포동,155,37.48493754,127.0644787
태안여자고등학교,고등학교,충청남도,태안군,태안읍,남문리 416,36.7592675,126.2892542
달서고등학교,고등학교,대구광역시,달성군,하빈면,감문리 816,35.8861993,128.4214028
예일메디텍고등학교,고등학교,경상북도,안동시,정하동,401,36.54739565,128.7208676
의정부광동고등학교,고등학교,경기도,의정부시,녹양동,126-1,37.75554366,127.036201
화원고등학교,고등학교,대구광역시,달성군,화원읍,설화리 553-13,35.79720117,128.4892713
동지고등학교,고등학교,경상북도,포항시,북구,용흥동 산125-3,36.03860468,129.3467246
현서고등학교,고등학교,경상북도,청송군,현서면,덕계리 532,36.28145041,128.8986233
동일공업고등학교,고등학교,경기도,평택시,비전동,135-4,36.99232581,127.1179833
반송고등학교,고등학교,경기도,화성시,반송동,213,37.19276804,127.0777778
마사고등학교실습지,고등학교,전북특별자치도,장수군,천천면,월곡리 662-2,35.7013784297,127.5106839692
재현고등학교,고등학교,서울특별시,노원구,중계동,175,37.66129064,127.0807998
능곡고등학교,고등학교,경기도,고양시,덕양구,토당동 394-3,37.62396116,126.8255017
삼일여자고등학교,고등학교,울산광역시,남구,선암동,650-6,35.51593104,129.316772
마산가포고등학교,고등학교,경상남도,창원시,마산합포구,가포동 494-1,35.16749022,128.5711686
일죽고등학교,고등학교,경기도,안성시,일죽면,송천리 243-1,37.091418,127.4733715
금촌고등학교,고등학교,경기도,파주시,금릉동,451,37.75019671,126.7787647
교하고등학교,고등학교,경기도,파주시,동패동,1707,37.722665,126.7217207
진건고등학교,고등학교,경기도,남양주시,진건읍,송능리 62-1,37.67452754,127.1977814
