Center_Name,County,City,Address,Latitude,Longitude
길카정비코너,인천광역시,미추홀구,아암대로287번길 21(학익동),37.43957396,126.6358724
정우자동차공업사,인천광역시,미추홀구,아암대로227번길 70-23(학익동),37.4419923,126.6373476
금호타이어판매서비스(주),인천광역시,미추홀구,독배로 493(숭의동),37.461317,126.6440322
창성자동차공업사,인천광역시,미추홀구,낙섬동로 105(용현동),37.4548217,126.64324
국제카크리닉,인천광역시,미추홀구,인주대로 79(숭의동),37.4579588,126.6465548
길 자동차공업사,인천광역시,미추홀구,구월로8번길 18-3(주안동),37.4570449,126.692166
성연자동차공업사,인천광역시,미추홀구,인하로 358(주안동),37.4479463,126.6880778
미래카공업사,인천광역시,미추홀구,능해길 55(용현동),37.4586743,126.6406473
명문자동차공업사,인천광역시,미추홀구,장천로 4(숭의동),37.458571,126.6455418
카맨자동차공업사,인천광역시,미추홀구,인하로298번길 59(주안동),37.4451507,126.6812098
라성자동차공업사,인천광역시,미추홀구,길파로 40(주안동),37.4692611,126.6800598
훼미리자동차공업사,인천광역시,미추홀구,장천로14번길 2(숭의동),37.4589539,126.64648
한독자동차공업사,인천광역시,미추홀구,장천로 76(숭의동),37.4613574,126.6526763
법원자동차공업사,인천광역시,미추홀구,주승로 7-8(학익동),37.443945,126.6712777
흥인자동차공업사,인천광역시,미추홀구,인하로 341(주안동),37.4482537,126.6861371
진솔자동차공업사,인천광역시,미추홀구,장고개로 8(도화동),37.4689921,126.6658989
개구리자동차공업사,인천광역시,미추홀구,인주대로45번길 20(숭의동),37.4600485,126.6437391
모터하우스,인천광역시,미추홀구,경인로 76(숭의동),37.4653007,126.6512988
국제자동차공업사,인천광역시,미추홀구,미추홀대로733번길 20(주안동),37.4631454,126.6791364
주안자동차공업사,인천광역시,미추홀구,경인로 294(도화동),37.4604608,126.6732505
명성자동차공업사,인천광역시,미추홀구,석정로301번길 43(도화동),37.4700632,126.6704137
삼흥자동차,인천광역시,미추홀구,아암대로227번길 34(학익동),37.4415476,126.6347076
㈜위드모터스,인천광역시,미추홀구,아암대로227번길 70-26(학익동),37.4416786,126.6365256
(주)인천교통,인천광역시,미추홀구,미추로 4(숭의동),37.4604978,126.6484385
혜성모터스,인천광역시,미추홀구,염전로201번길 74(도화동),37.4766434,126.6686297
현대보링,인천광역시,미추홀구,아암대로53번길 16-25(용현동),37.4555549,126.6357754
삼흥디젤서비스,인천광역시,미추홀구,아암대로227번길 70-3(학익동),37.442473,126.63728
전진자동차카센타,인천광역시,미추홀구,수봉북로 3(도화동),37.4652083,126.6636079
명성자동차공업사,인천광역시,미추홀구,용오로 42(용현동),37.4549917,126.6396745
럭키자동차공업사,인천광역시,미추홀구,낙섬동로76번길 4(용현동),37.4522463,126.6418242
진명자동차공업사,인천광역시,미추홀구,장천로66번길 2(숭의동),37.460994,126.6517256
서광카센타,인천광역시,미추홀구,독정이로118번길 28(숭의동),37.4657972,126.6511578
케이지모빌리티숭의서비스프라자,인천광역시,미추홀구,인주대로 63(용현동),37.4589061,126.6448083
A-ONE 자동차,인천광역시,미추홀구,낙섬중로67번길 8-8(용현동),37.4542791,126.6391011
영남자동차공업사,인천광역시,미추홀구,주안로 20(도화동),37.4638356,126.6717246
인하카마스타,인천광역시,미추홀구,매소홀로 53(용현동),37.4508326,126.6323209
동호자동차공업사,인천광역시,미추홀구,석정로376번길 2(주안동),37.4668394,126.6770626
서울자동차공업사,인천광역시,미추홀구,인주대로 89-6(용현동),37.4574977,126.6475472
미다스카,인천광역시,미추홀구,노적산로 58(학익동),37.440815,126.6558271
현대일급카공업사,인천광역시,미추홀구,한나루로 576(도화동),37.4574337,126.6716514
르노코리아자동차서비스코너용현점,인천광역시,미추홀구,한나루로477번길 3(용현동),37.4494047,126.6671019
신동아공업사전기차AS쎈타,인천광역시,미추홀구,미추홀대로 488(문학동),37.440686,126.6785936
안정기카클리닉,인천광역시,미추홀구,석정로 288(도화동),37.4679583,126.6673502
진주자동차공업사,인천광역시,미추홀구,경인북길 1(용현동),37.4524667,126.6482196
우영자동차,인천광역시,미추홀구,아암대로227번길 38(학익동),37.4422227,126.6355599
미진자동차공업주식회사,인천광역시,미추홀구,경원대로 922(주안동),37.4649582,126.6908474
(합자)세기자동차,인천광역시,미추홀구,아암대로253번길 35(학익동),37.4410886,126.6354214
(주)제일자동차공업사,인천광역시,미추홀구,아암대로253번길 31(학익동),37.4410593,126.6344336
화석모터스,인천광역시,미추홀구,아암대로227번길 38(학익동),37.4422227,126.6355599
기아(주) 인천서비스센터,인천광역시,미추홀구,경인로 309(도화동),37.4602561,126.6752324
유너모터스(주),인천광역시,미추홀구,염전로 381(주안동),37.470026,126.6826564
정진자동차공업사,인천광역시,미추홀구,염전로 136(도화동),37.4790371,126.657711
(주)365모터스,인천광역시,미추홀구,장고개로 30(도화동),37.4709245,126.667326
성진자동차공업사,인천광역시,미추홀구,노적산로 21(학익동),37.4426072,126.6527311
주식회사 에이제이모터스,인천광역시,미추홀구,염전로201번길 74(도화동),37.4766434,126.6686297
나라자동차정비공업사,인천광역시,미추홀구,매소홀로 280(학익동),37.4440304,126.6535632
송도종합서비스,인천광역시,미추홀구,독배로 183(학익동),37.4373596,126.6469748
우일자동차정비(주),인천광역시,미추홀구,염전로 138(도화동),37.4789261,126.6578851
제물포자동차공업사,인천광역시,미추홀구,경인로 187(도화동),37.4661356,126.6636453
유일자동차공업사,인천광역시,미추홀구,한나루로 603(도화동),37.4597843,126.6719644
대산자동차공업사,인천광역시,미추홀구,아암대로227번길 70-36(학익동),37.4417259,126.6367717
삼성자동차공업사,인천광역시,미추홀구,주안동로 57(주안동),37.4633418,126.6856198
대부모터스공업사,인천광역시,미추홀구,참외전로 349(숭의동),37.4664536,126.6530785
성진카부분정비,경상북도,청도군,풍각면 송서로 117,35.6392947,128.6240464
윤해카정비센타,경상북도,청도군,풍각면 송서로 97,35.6394349,128.6216586
남산카크리닉,경상북도,청도군,각북면 남산2길 2,35.6926442,128.5838487
경희모터스,경상북도,청도군,이서면 양원1길 14-7,35.68507,128.6869587
도정특장,경상북도,청도군,화양읍 연지로 178,35.6725953,128.6965407
이서종합카센타,경상북도,청도군,이서면 학산1길 10,35.6619558,128.6711178
각북카센타,경상북도,청도군,각북면 헐티로 800,35.6872793,128.5901606
(주)화석자동차,인천광역시,미추홀구,아암대로227번길 38(학익동),37.4422227,126.6355599
(주)인천자동차공업사,인천광역시,미추홀구,아암대로253번길 74(학익동),37.4404263,126.6380704
21세기자동차,인천광역시,미추홀구,석정로333번길 2(도화동),37.4680886,126.672212
태원자동차중기공업사,인천광역시,미추홀구,아암대로253번길 50(학익동),37.4400238,126.6368322
베테랑자동차정비 타이어 멀티샵,부산광역시,수영구,연수로 328-4(망미동),35.1717558,129.106194
하오르모터스,부산광역시,수영구,광일로 8-5(광안동),35.1624026,129.1130889
더원모터스,부산광역시,수영구,연수로 304-4(망미동),35.1724089,129.1037553
"하오르모터스 엔진, 밋션",부산광역시,수영구,감포로 32(민락동),35.1613258,129.1201774
붕붕카모터스,부산광역시,동래구,금강로74번길 2,35.2155659,129.0778011
온천점 현대자동차,부산광역시,동래구,중앙대로1307번길 6,35.2039497,129.0775265
서원자동차정비공업사,부산광역시,동래구,충렬대로457번길 58,35.1980899,129.1092666
르노삼성자동차㈜  동래사업소,부산광역시,동래구,명륜로 51,35.1989678,129.0839887
백프로모터스(BAEK pro MOTORS),부산광역시,동래구,수안로 9,35.1949993,129.0872637
제일모터스,부산광역시,동래구,여고로 59,35.1963038,129.0700244
건화카센타,부산광역시,동래구,안남로 113,35.1927527,129.1043495
노크자동차정비,부산광역시,동래구,동래로 135,35.205426,129.0862924
현동카써비스,부산광역시,동래구,쇠미로154번길 4,35.2042018,129.0619672
사직종합전문정비공업사,부산광역시,동래구,여고로 107,35.19839,129.0747103
상용카,부산광역시,동래구,시실로 159,35.2095556,129.0978297
두성카클리닉,부산광역시,동래구,쇠미로 123,35.2023488,129.0597345
여명카써비스,부산광역시,동래구,미남로 15,35.1956199,129.0715867
천경전문정비,부산광역시,동래구,안락로 122-3,35.1988462,129.1104017
현대컴퓨터카엔진테스트,부산광역시,동래구,낙민로 6,35.1997123,129.0904054
유진카클리닉,부산광역시,동래구,충렬대로 284,35.2001203,129.089825
현대모터스,부산광역시,동래구,미남로 66-1,35.2000164,129.0703034
재현카센타,부산광역시,동래구,안남로 73,35.1940248,129.1001396
대붕카센타,부산광역시,동래구,안락로 56,35.1997113,129.1028999
공임나라 명장점,부산광역시,동래구,반송로339번길 9-6,35.209309,129.1030886
한신카센타,부산광역시,동래구,연안로 53,35.1926398,129.1074645
케이지모빌리티 동래서비스프라자,부산광역시,동래구,미남로 139,35.2064951,129.0693959
고려엔지니어링㈜,강원특별자치도,춘천시,퇴계농공로 88,37.8459819,127.7417801
공임나라 춘천근화점,강원특별자치도,춘천시,방송길 22-11,37.8738283,127.7205675
광대카프라자. 세차장,강원특별자치도,춘천시,김유정로 1800,37.8477599,127.7330381
광성카서비스,강원특별자치도,춘천시,공지로 362,37.8707306,127.7266396
광장자동차부분정비업소,강원특별자치도,춘천시,동내면 영서로 1749,37.8330258,127.7611469
광진자동차정비공장,강원특별자치도,춘천시,동내면 거두길 160,37.8605471,127.7750901
그랜드 자동차정비,강원특별자치도,춘천시,남산면 강촌로 249,37.7977302,127.6402306
금광자동차정비공장,강원특별자치도,춘천시,춘천로 379,37.8873236,127.7503905
금학자동차부분정비업소,강원특별자치도,춘천시,공지로 273,37.86574,127.7342084
금호자동차부분정비,강원특별자치도,춘천시,동내면 거두길 20-41,37.8595586,127.7617389
금호장학자동차정비,강원특별자치도,춘천시,삭주로 152,37.8855823,127.7471111
금호타이어 춘천대리점,강원특별자치도,춘천시,공지로 481,37.8754064,127.7147346
기아자동차카클리닉근화점,강원특별자치도,춘천시,영서로 2468,37.8787236,127.7124414
김&주 카오토플러스,강원특별자치도,춘천시,동내면 동내로 11,37.8499936,127.7546227
김현철카서비스,강원특별자치도,춘천시,후만로116번길 14,37.8758953,127.7575634
나사모터스자동차부분정비업소,강원특별자치도,춘천시,퇴계동 363-10,37.8644312,127.7250144
우리카부분정비,경상북도,경산시,계양로 187(계양동),35.8323098,128.7486596
새한자동차정비,경상북도,경산시,중방로 132(계양동),35.8333782,128.7471239
자인모터스,경상북도,경산시,자인면 원효로 747,35.8153369,128.8161401
중방모터스,경상북도,경산시,"중앙로17길 70, 103동(중방동)",35.8296643,128.7343308
극동카써비스,경상북도,경산시,진량읍 봉회길 34,35.8815943,128.8138538
진명카모터스,경상북도,경산시,진량읍 공단로 530,35.8788075,128.819702
남촌카,경상북도,경산시,자인면 한장군로 404,35.8268946,128.8155486
진량점 기아오토큐,경상북도,경산시,진량읍 낙산1길 52-2,35.8766455,128.8177758
진우카서비스,경상북도,경산시,중앙로 15-3(사정동),35.8204896,128.7291307
유진자동차정비,강원특별자치도,원주시,상지대길 8,37.3695069,127.9402152
